任务ID,任务名称,任务类型,最早开始时间,最晚结束时间,任务时长,实际开始时间,实际结束时间,需要人数,已分配人数,是否已分配,是否缺人,分配的员工ID
8a69df6f9a4879a7019aa169240a167c,进港卸机,0,21:40,22:25,2160,21:40,22:16,3,3,是,否,8a69d1308b362afd018b5b907db5002f;8a69d1308b362afd018b5b907dc80063;8a69d1308b362afd018b5b907dc40054
8a69df6f9a4879a7019aa169240a167d,进港卸机,0,21:40,22:25,2160,21:40,22:16,3,3,是,否,8a69c2b08ccfe40a018cf31fc80007a9;8a69d1308b362afd018b5b907db10028;8a69d1308b362afd018b5b907dc2004d
8a69df6f9a4879a7019aa169243a17d6,进港卸机,0,21:05,21:35,1800,21:05,21:35,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa169243a17d7,进港卸机,0,21:05,21:35,1800,21:05,21:35,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa169243a17d8,进港卸机,0,21:05,21:35,1800,21:05,21:35,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16924411809,进港卸机,0,20:25,21:15,2160,20:25,21:01,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa1692441180a,进港卸机,0,20:25,21:15,2160,20:25,21:01,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa1692441180b,进港卸机,0,20:25,21:15,2160,20:25,21:01,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa169245c18d5,进港卸机,0,23:35,24:05,1800,23:35,24:05,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa169245c18d6,进港卸机,0,23:35,24:05,1800,23:35,24:05,3,3,是,否,8a69d1308b362afd018b5b907dd0007f;8a69d1308b362afd018b5b907dac0021;8a69d1308b362afd018b5b907db5002e
8a69df6f9a4879a7019aa169245d18d7,进港卸机,0,23:35,24:05,1800,23:35,24:05,3,3,是,否,8a69d1308b362afd018b5b907dce007a;8a69d1308b362afd018b5b907dbd003a;8a69d1308b362afd018b5b907db3002b
8a69df6f9a4879a7019aa169245d18da,进港押运,0,00:05,00:30,1500,00:05,00:30,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169246f195a,进港卸机,0,21:35,22:30,2160,21:35,22:11,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa169246f195b,进港卸机,0,21:35,22:30,2160,21:35,22:11,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa169246f195c,进港卸机,0,21:35,22:30,2160,21:35,22:11,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16924ab1b13,进港卸机,0,22:50,23:20,1800,22:50,23:20,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16924ab1b14,进港卸机,0,22:50,23:20,1800,22:50,23:20,3,3,是,否,8a69d1308b362afd018b5b907db5002f;8a69d1308b362afd018b5b907dc80063;8a69d1308b362afd018b5b907dc40054
8a69df6f9a4879a7019aa16924ab1b15,进港卸机,0,22:50,23:20,1800,22:50,23:20,3,3,是,否,8a69c2b08ccfe40a018cf31fc80007a9;8a69d1308b362afd018b5b907db10028;8a69d1308b362afd018b5b907dc2004d
8a69df6f9a4879a7019aa16924b61b65,进港卸机,0,19:10,20:05,2160,19:10,19:46,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16924b61b66,进港卸机,0,19:10,20:05,2160,19:10,19:46,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16924b71b67,进港卸机,0,19:10,20:05,2160,19:10,19:46,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16924cd1c0d,进港卸机,0,20:10,21:05,2160,20:10,20:46,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16924cd1c0e,进港卸机,0,20:10,21:05,2160,20:10,20:46,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16924ce1c0f,进港卸机,0,20:10,21:05,2160,20:10,20:46,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16924ff1d81,进港卸机,0,19:35,20:05,1800,19:35,20:05,3,3,是,否,8a69d1308b362afd018b5b907dd0007f;8a69d1308b362afd018b5b907dac0021;8a69d1308b362afd018b5b907db5002e
8a69df6f9a4879a7019aa16924ff1d82,进港卸机,0,19:35,20:05,1800,19:35,20:05,3,3,是,否,8a69d1308b362afd018b5b907dce007a;8a69d1308b362afd018b5b907dbd003a;8a69d1308b362afd018b5b907db3002b
8a69df6f9a4879a7019aa16925001d83,进港卸机,0,19:35,20:05,1800,19:35,20:05,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa169250a1dd1,进港卸机,0,20:35,21:30,2160,20:35,21:11,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa169250a1dd2,进港卸机,0,20:35,21:30,2160,20:35,21:11,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa169250a1dd3,进港卸机,0,20:35,21:30,2160,20:35,21:11,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16925351f12,进港卸机,0,23:55,24:25,1800,23:55,24:25,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16925351f13,进港卸机,0,23:55,24:25,1800,23:55,24:25,3,3,是,否,8a69d1308b362afd018b5b907dd0007f;8a69d1308b362afd018b5b907dac0021;8a69d1308b362afd018b5b907db5002e
8a69df6f9a4879a7019aa16925351f14,进港卸机,0,23:55,24:25,1800,23:55,24:25,3,3,是,否,8a69d1308b362afd018b5b907dce007a;8a69d1308b362afd018b5b907dbd003a;8a69d1308b362afd018b5b907db3002b
8a69df6f9a4879a7019aa169256d2095,进港卸机,0,23:45,24:15,1800,23:45,24:15,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169256d2096,进港卸机,0,23:45,24:15,1800,23:45,24:15,3,3,是,否,8a69d1308b362afd018b5b907db5002f;8a69d1308b362afd018b5b907dc80063;8a69d1308b362afd018b5b907dc40054
8a69df6f9a4879a7019aa169256e2097,进港卸机,0,23:45,24:15,1800,23:45,24:15,3,3,是,否,8a69c2b08ccfe40a018cf31fc80007a9;8a69d1308b362afd018b5b907db10028;8a69d1308b362afd018b5b907dc2004d
8a69df6f9a4879a7019aa1692587210f,进港卸机,0,19:40,20:40,2160,19:40,20:16,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925872110,进港卸机,0,19:40,20:40,2160,19:40,20:16,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925872111,进港卸机,0,19:40,20:40,2160,19:40,20:16,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925922161,进港卸机,0,23:10,23:40,1800,23:10,23:40,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925922162,进港卸机,0,23:10,23:40,1800,23:10,23:40,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925922163,进港卸机,0,23:10,23:40,1800,23:10,23:40,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925be22ac,进港卸机,0,23:15,23:45,1800,23:15,23:45,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925be22ad,进港卸机,0,23:15,23:45,1800,23:15,23:45,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925bf22ae,进港卸机,0,23:15,23:45,1800,23:15,23:45,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925eb23fa,进港卸机,0,20:55,21:25,1800,20:55,21:25,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925eb23fb,进港卸机,0,20:55,21:25,1800,20:55,21:25,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16925eb23fc,进港卸机,0,20:55,21:25,1800,20:55,21:25,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169260824d2,进港卸机,0,23:00,23:30,1800,23:00,23:30,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169260824d3,进港卸机,0,23:00,23:30,1800,23:00,23:30,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169260824d4,进港卸机,0,23:00,23:30,1800,23:00,23:30,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa169260824d5,进港押运,0,23:30,23:55,1500,23:30,23:55,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa1692618254d,进港卸机,0,21:05,21:55,2160,21:05,21:41,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa1692619254e,进港卸机,0,21:05,21:55,2160,21:05,21:41,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa1692619254f,进港卸机,0,21:05,21:55,2160,21:05,21:41,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16a4c782d04,进港押运,0,01:10,01:30,1200,01:10,01:30,3,3,是,否,8a69d1308b362afd018b5b907dc2004c;8a69d1308b362afd018b5b907dbb0038;8a69f0ca8b362aff018b5b934d430005
8a69df6f9a4879a7019aa16a4c782d07,进港押运,0,01:20,01:40,1200,01:20,01:40,3,3,是,否,8a69d1308b362afd018b5b907dd0007f;8a69d1308b362afd018b5b907dac0021;8a69d1308b362afd018b5b907db5002e
8a69df6f9a4879a7019aa16a4c792d0a,进港押运,0,01:10,01:30,1200,01:10,01:30,3,3,是,否,8a69d1308b362afd018b5b907dce007a;8a69d1308b362afd018b5b907dbd003a;8a69d1308b362afd018b5b907db3002b
8a69df6f9a4879a7019aa16a4c7b2d16,进港押运,0,21:35,21:55,1200,21:35,21:55,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16a4c7d2d1f,进港押运,0,23:20,23:40,1200,23:20,23:40,3,3,是,否,8a69d1308b362afd018b5b907db5002f;8a69d1308b362afd018b5b907dc80063;8a69d1308b362afd018b5b907dc40054
8a69df6f9a4879a7019aa16a4c802d2f,进港押运,0,20:05,20:25,1200,20:05,20:25,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16a4c802d32,进港押运,0,00:25,00:45,1200,00:25,00:45,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
8a69df6f9a4879a7019aa16a4c882d5a,进港押运,0,01:05,01:25,1200,01:05,01:25,3,3,是,否,8a69d1308b362afd018b5b907db5002f;8a69d1308b362afd018b5b907dc80063;8a69d1308b362afd018b5b907dc40054
8a69df6f9a4879a7019aa16a4c932d8c,进港押运,0,20:40,21:00,1200,20:40,21:00,3,3,是,否,8a69d1308b362afd018b5b907dbf0043;8a69d1308b362afd018b5b907dc3004f;8a69d1308b362afd018b5b907dcf007c
