"任务ID","任务定义ID","任务名称","舱位","任务日期","任务开始时间","任务时长","进/出港","到达航班ID","到达航班预达时间","到达航班计划到达时间","出发航班ID","出发航班预离时间","出发航班计划预离时间","到达航班号","出发航班号","航班类型","机型类型","任务资质要求","任务班组资质要求","任务所需车辆类型","航站楼","关联区域","分区","机位","登机口","其他位置信息","任务是否允许双机","任务是否必须派工","任务是否为难保障任务","关联任务ID","任务装卸货量","任务装卸统计","任务装卸件数","任务需指派的员工岗位","任务需指派的班次","任务需指派的设备名称","任务最大重叠时间","任务对应的航班所需最少人数","服务项"
"8a69cc739a4879aa019aa5445e573575","321db65919d042cca0a4365bd26e4f01","进港卸机",,"2025-11-21","2025-11-21 17:39:00",36,"进","8a69eb009a363b11019aa09d49ae266a","2025-11-21 17:39:00","2025-11-21 18:00:00","8a69eb009a363b11019aa09d49ae26b9","2025-11-21 18:55:00","2025-11-21 18:55:00","3U6909","3U6910","短过站","窄体","","装卸资质",,"T1",,,"39","A3",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69cc739a4879aa019aa5445e583576","321db65919d042cca0a4365bd26e4f01","进港卸机",,"2025-11-21","2025-11-21 17:39:00",36,"进","8a69eb009a363b11019aa09d49ae266a","2025-11-21 17:39:00","2025-11-21 18:00:00","8a69eb009a363b11019aa09d49ae26b9","2025-11-21 18:55:00","2025-11-21 18:55:00","3U6909","3U6910","短过站","窄体","","装卸资质",,"T1",,,"39","A3",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69cc739a4879aa019aa5445e583577","321db65919d042cca0a4365bd26e4f01","进港卸机",,"2025-11-21","2025-11-21 17:39:00",36,"进","8a69eb009a363b11019aa09d49ae266a","2025-11-21 17:39:00","2025-11-21 18:00:00","8a69eb009a363b11019aa09d49ae26b9","2025-11-21 18:55:00","2025-11-21 18:55:00","3U6909","3U6910","短过站","窄体","","装卸资质",,"T1",,,"39","A3",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa18eb48d3a7c","ea06cd8b2378496791565af100607f07","进港卸机",,"2025-11-21","2025-11-21 17:39:00",36,"进","8a69eb009a363b11019aa09d49ae266a","2025-11-21 17:39:00","2025-11-21 18:00:00","8a69eb009a363b11019aa09d49ae26b9","2025-11-21 18:55:00","2025-11-21 18:55:00","3U6909","3U6910","短过站","窄体","","装卸资质",,"T1",,,"39","A3",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa18eb48e3a7d","ea06cd8b2378496791565af100607f07","进港卸机",,"2025-11-21","2025-11-21 17:39:00",36,"进","8a69eb009a363b11019aa09d49ae266a","2025-11-21 17:39:00","2025-11-21 18:00:00","8a69eb009a363b11019aa09d49ae26b9","2025-11-21 18:55:00","2025-11-21 18:55:00","3U6909","3U6910","短过站","窄体","","装卸资质",,"T1",,,"39","A3",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa18eb48e3a7e","ea06cd8b2378496791565af100607f07","进港卸机",,"2025-11-21","2025-11-21 17:39:00",36,"进","8a69eb009a363b11019aa09d49ae266a","2025-11-21 17:39:00","2025-11-21 18:00:00","8a69eb009a363b11019aa09d49ae26b9","2025-11-21 18:55:00","2025-11-21 18:55:00","3U6909","3U6910","短过站","窄体","","装卸资质",,"T1",,,"39","A3",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69ec969a4879bc019aa5a498726e73","321db65919d042cca0a4365bd26e4f01","进港卸机",,"2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","窄体","","装卸资质",,"T1",,,"13","13",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69ec969a4879bc019aa5a498726e74","321db65919d042cca0a4365bd26e4f01","进港卸机",,"2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","窄体","","装卸资质",,"T1",,,"13","13",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69ec969a4879bc019aa5a498726e75","321db65919d042cca0a4365bd26e4f01","进港卸机",,"2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","窄体","","装卸资质",,"T1",,,"13","13",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa169242b176d","ea06cd8b2378496791565af100607f07","进港卸机",,"2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","窄体","","装卸资质",,"T1",,,"13","13",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa169242b176e","ea06cd8b2378496791565af100607f07","进港卸机",,"2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","窄体","","装卸资质",,"T1",,,"13","13",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa169242c176f","ea06cd8b2378496791565af100607f07","进港卸机",,"2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","窄体","","装卸资质",,"T1",,,"13","13",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa16921bc058d","d39636f6f7374cb4933ad004d77246f1","出港装机",,"2025-11-21","2025-11-21 16:25:00",55,"出","8a69eb009a363b11019aa09d49af26d7","2025-11-21 15:42:00","2025-11-21 15:50:00","8a69eb009a363b11019aa09d49ae267b","2025-11-21 17:25:00","2025-11-21 17:25:00","ZH9703","ZH9704","长过站","窄体","","装卸资质",,"T1",,,"19","19",,"Y","Y","N",,"0","0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa16921bc058e","d39636f6f7374cb4933ad004d77246f1","出港装机",,"2025-11-21","2025-11-21 16:25:00",55,"出","8a69eb009a363b11019aa09d49af26d7","2025-11-21 15:42:00","2025-11-21 15:50:00","8a69eb009a363b11019aa09d49ae267b","2025-11-21 17:25:00","2025-11-21 17:25:00","ZH9703","ZH9704","长过站","窄体","","装卸资质",,"T1",,,"19","19",,"Y","Y","N",,"0","0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa16921bc058f","d39636f6f7374cb4933ad004d77246f1","出港装机",,"2025-11-21","2025-11-21 16:25:00",55,"出","8a69eb009a363b11019aa09d49af26d7","2025-11-21 15:42:00","2025-11-21 15:50:00","8a69eb009a363b11019aa09d49ae267b","2025-11-21 17:25:00","2025-11-21 17:25:00","ZH9703","ZH9704","长过站","窄体","","装卸资质",,"T1",,,"19","19",,"Y","Y","N",,"0","0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa16925261ea1","ea06cd8b2378496791565af100607f07","进港卸机",,"2025-11-21","2025-11-21 16:43:00",36,"进","8a69eb009a363b11019aa09d49ae26a6","2025-11-21 16:43:00","2025-11-21 17:00:00","8a69eb009a363b11019aa09d49af2716","2025-11-21 17:50:00","2025-11-21 17:50:00","GX8847","GX8848","短过站","窄体","","装卸资质",,"T1",,,"2","2",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa16925261ea2","ea06cd8b2378496791565af100607f07","进港卸机",,"2025-11-21","2025-11-21 16:43:00",36,"进","8a69eb009a363b11019aa09d49ae26a6","2025-11-21 16:43:00","2025-11-21 17:00:00","8a69eb009a363b11019aa09d49af2716","2025-11-21 17:50:00","2025-11-21 17:50:00","GX8847","GX8848","短过站","窄体","","装卸资质",,"T1",,,"2","2",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
"8a69df6f9a4879a7019aa16925261ea3","ea06cd8b2378496791565af100607f07","进港卸机",,"2025-11-21","2025-11-21 16:43:00",36,"进","8a69eb009a363b11019aa09d49ae26a6","2025-11-21 16:43:00","2025-11-21 17:00:00","8a69eb009a363b11019aa09d49af2716","2025-11-21 17:50:00","2025-11-21 17:50:00","GX8847","GX8848","短过站","窄体","","装卸资质",,"T1",,,"2","2",,"Y","Y","N",,,"0",,,,,,"3","装卸服务"
